,tweet,id,time,user,location,favourites,retweet-count,hashtags
0,California’s ‘Big One’ Could Be A Volcanic Eruption #weather https://t.co/HxHmEPepBB,1100510600617111553,2019-02-26 21:39:08,82960432,,0,0,[weather]
1,Another storm rolls towards LA #weather https://t.co/auwuvmWHOW,1100506818038493184,2019-02-26 21:24:06,82960432,,0,0,[weather]
2,Photo captures 'dragon aurora' dancing over Iceland #weather https://t.co/IYVZaTA97S,1100495498551668737,2019-02-26 20:39:07,82960432,,1,2,[weather]
3,Early-Season Super Typhoon Just Misses Direct Hit On Guam #weather https://t.co/MDChueq3cj,1100484165080764416,2019-02-26 19:54:05,82960432,,0,0,[weather]
4,We’re on track for a cloud-cover tipping point that could add 8°C of warming #weather https://t.co/byTdVoMrfF,1100472854628380672,2019-02-26 19:09:08,82960432,,0,1,[weather]
5,Rounds of rain to douse southern US into the weekend as rivers keep rising #weather https://t.co/RjPyBVuB6S,1100442651403272192,2019-02-26 17:09:07,82960432,,0,0,[weather]
6,Mysterious Sight Over Pittsburgh: Weather Perfect For Optical Illusion #weather https://t.co/Q0Pjkj5HMA,1100423775227600901,2019-02-26 15:54:07,82960432,,0,0,[weather]
7,Upper Peninsula city hammered with 200+ inches of snow this winter #weather https://t.co/lkWPkGv2T7,1100382264137928705,2019-02-26 13:09:10,82960432,,0,0,[weather]
8,Powerful winds gusting up to 65 mph lashing the Northeast #weather https://t.co/6yaAa1z3aR,1100321861840166912,2019-02-26 09:09:09,82960432,,0,0,[weather]
9,Deadly tornadoes tear through the South #weather https://t.co/dkX2fU5QNP,1100314309647712256,2019-02-26 08:39:08,82960432,,0,0,[weather]
10,Amtrak train with 183 passengers stranded in Oregon for more than 24 hours #weather https://t.co/0nM8DZ0LTv,1100310527945789440,2019-02-26 08:24:07,82960432,,0,0,[weather]
11,Winter isn't over yet: Accumulating snow to create more slick travel #weather https://t.co/piAScPSOq8,1100306758449262592,2019-02-26 08:09:08,82960432,,0,0,[weather]
12,Fierce winter storm that hit West reaches California #weather https://t.co/A8g3xnBNOL,1100302981512085504,2019-02-26 07:54:08,82960432,,0,0,[weather]
13,"From socks to cooking spray, clever hacks for shoveling snow #weather https://t.co/qnvKaYORPW",1100185964620800001,2019-02-26 00:09:09,82960432,,0,0,[weather]
14,Rivers rising in the South as 2 missing people sought #weather https://t.co/eGbp4SwzSU,1100182172508446720,2019-02-25 23:54:04,82960432,,0,0,[weather]
15,"Drenching rain, mountain snow to continue over N. California #weather https://t.co/538QnlfHiv",1100178406832889856,2019-02-25 23:39:07,82960432,,0,0,[weather]
16,"High winds cut power, inundate Lake Erie shoreline with ice #weather https://t.co/2n4aiTv4y6",1100174626930475009,2019-02-25 23:24:05,82960432,,0,1,[weather]
17,"Humans are frogs in hot water of climate change, research says #weather https://t.co/X8JWVZSBm6",1100136895013474306,2019-02-25 20:54:09,82960432,,2,3,[weather]
18,Evidence for man-made global warming hits 'gold standard': scientists #weather https://t.co/zcsRzcwHxc,1100133112179093505,2019-02-25 20:39:08,82960432,,0,0,[weather]
19,Upper Midwest suffers dangerous cold after weekend blizzard #weather https://t.co/3CigkmZQnT,1100087811355471872,2019-02-25 17:39:07,82960432,,0,0,[weather]
20,Severe weather slams South #weather https://t.co/tr60vuiK8J,1100068934970073091,2019-02-25 16:24:07,82960432,,0,0,[weather]
21,Atmospheric river poised to slam Bay Area Tuesday: Here's what you need to know #weather https://t.co/vWBQybLiui,1100061387387224067,2019-02-25 15:54:07,82960432,,0,0,[weather]
22,"'Bomb cyclone' strikes: 600,000 powerless from fierce winds #weather https://t.co/rVavXXVwMq",1100053843017007104,2019-02-25 15:24:08,82960432,,0,0,[weather]
23,'Ice tsunami' spawned by windstorm spurs evacuations along Lake Erie #weather https://t.co/dKwyHfCPsZ,1100046332360704000,2019-02-25 14:54:18,82960432,,0,0,[weather]
24,"Windstorm rips roof off Buffalo University bookstore, closes schools, causes ice tsunami on Niagara River #weather https://t.co/hmdSOrTX7Y",1100042516278108160,2019-02-25 14:39:08,82960432,,0,0,[weather]
25,Weather forecast for extreme winds in the Northeast Monday #weather https://t.co/y7UYQuHowv,1100016115084800002,2019-02-25 12:54:13,82960432,,0,0,[weather]
26,"Rain to reign the West, as blistering winds pummel the East #weather https://t.co/0mcjHkrYrc",1100004769005953024,2019-02-25 12:09:08,82960432,,0,0,[weather]
27,America’s Windiest Cities #weather https://t.co/GyKsplYYDC,1099967011264749568,2019-02-25 09:39:06,82960432,,0,0,[weather]
28,Portland Forecast Says Snow Overnight Will Bring Messy AM Commute #weather https://t.co/7xJ0MbqlN6,1099955690066436098,2019-02-25 08:54:07,82960432,,2,0,[weather]
29,"Windstorm causes closures, thousands of power outages across New York state #weather https://t.co/9Q9zVPIlP9",1099940589779337216,2019-02-25 07:54:07,82960432,,0,0,[weather]
30,Iceberg twice the size of NYC is about to break off from Antarctica #weather https://t.co/yFpZab1vii,1099876423655772160,2019-02-25 03:39:08,82960432,,0,0,[weather]
31,Drivers rescued in Minnesota snow; Wisconsin pileup kills 1 #weather https://t.co/i55U8y1mzI,1099853811214995456,2019-02-25 02:09:17,82960432,,0,0,[weather]
32,Why do more homeless people freeze to death in LA than NY? #weather https://t.co/Kz6XCk85rE,1099774496825724929,2019-02-24 20:54:07,82960432,,0,0,[weather]
33,WH to tap federal scientists to reassess govt. climate findings: sources #weather https://t.co/VMA8vL2LDL,1099770724514856960,2019-02-24 20:39:08,82960432,,1,1,[weather]
34,Florida's toxic 'red tide' algae bloom not showing up in tests #weather https://t.co/ILaxigFSc1,1099766938299817985,2019-02-24 20:24:05,82960432,,0,0,[weather]
35,Scientists measure thickness of Kilauea lava flows in Hawaii #weather https://t.co/kHfS9iAn0i,1099763173710655488,2019-02-24 20:09:07,82960432,,0,0,[weather]
36,"Power outages mounting as strong winds lash Midwest, aim at Northeast #weather https://t.co/6JCFp8Ynp7",1099717873428193282,2019-02-24 17:09:07,82960432,,0,0,[weather]
37,Death confirmed as tornado hits Mississippi city #weather https://t.co/E3Ktkw6mIG,1099714093231947777,2019-02-24 16:54:06,82960432,,0,0,[weather]
38,"Rivers to keep rising from Mississippi to Tennessee, Kentucky despite break in rain #weather https://t.co/dITSdFa7hy",1099710322980442112,2019-02-24 16:39:07,82960432,,0,0,[weather]
39,Nearly an inch of rain could fall on parts of Mass. on Sunday #weather https://t.co/qWTiUB4xkv,1099634826196348928,2019-02-24 11:39:07,82960432,,0,0,[weather]
40,1 killed in Mississippi tornado as storms drench the South #weather https://t.co/Lo6JwqboEm,1099578194112348160,2019-02-24 07:54:05,82960432,,0,1,[weather]
41,"Heavy rain, floods, even a tornado as storms smack the South #weather https://t.co/HjODiFTY9m",1099559323376578565,2019-02-24 06:39:06,82960432,,0,0,[weather]
42,California’s weird winter means wildflower season will be a big surprise #weather https://t.co/f3Zv7Rr1jK,1099514021919608833,2019-02-24 03:39:05,82960432,,1,0,[weather]
43,Rockslide closes 20-mile section of Interstate 40 in North Carolina #weather https://t.co/6Ic68VybzZ,1099468727702085632,2019-02-24 00:39:06,82960432,,0,0,[weather]
44,"Tennessee Floods: Warnings, Rainfall and Evacuations #weather https://t.co/KGDCkZh3sN",1099453628224434177,2019-02-23 23:39:06,82960432,,0,0,[weather]
45,Rare snowfall in Vegas leads to drop in school attendance #weather https://t.co/olCE24lyx0,1099389450235211776,2019-02-23 19:24:05,82960432,,0,0,[weather]
46,"Snowstorm threatens to bring disruptions to Portland, Oregon, early next week #weather https://t.co/93ICXiyl4V",1099378135546490880,2019-02-23 18:39:07,82960432,,1,0,[weather]
47,In photos: Winter weather across the globe #weather https://t.co/Uzc2Qnxq5N,1099370579981885440,2019-02-23 18:09:06,82960432,,0,0,[weather]
48,"Strong winds hit Italy, Croatia, causing 3 deaths #weather https://t.co/bAizEe0v0m",1099340386420502528,2019-02-23 16:09:07,82960432,,0,0,[weather]
49,Heightened tornado danger to accompany severe storms in southern US on Saturday #weather https://t.co/eHaSWE44TO,1099283753413668865,2019-02-23 12:24:05,82960432,,0,1,[weather]
50,"50 mph winds, possible 'bomb cyclone' to hit Michigan #weather https://t.co/0fOwHJKzQG",1099261111331770374,2019-02-23 10:54:06,82960432,,0,0,[weather]
51,Heavy snow in SW Colorado prompts roof clearing warning #weather https://t.co/KGln3SWYHA,1099185604397395968,2019-02-23 05:54:04,82960432,,0,0,[weather]
52,Rivers rise in soggy South as days of rain flood roads #weather https://t.co/HbMYvzjicK,1099162956841897985,2019-02-23 04:24:05,82960432,,0,0,[weather]
53,Bitter cold closes Nevada schools; minus 19 near Elko #weather https://t.co/hExTehoWuG,1099159191107719168,2019-02-23 04:09:07,82960432,,0,0,[weather]
54,Texas could see the best wildflower season in 10 years #weather https://t.co/JPeFOmtopk,1099087467129462784,2019-02-22 23:24:06,82960432,,1,0,[weather]
55,"When will the icy, arctic wind stop taunting 'weak' Californians? #weather https://t.co/YkBV2zcCbY",1099083690666160134,2019-02-22 23:09:06,82960432,,0,2,[weather]
56,"Flagstaff, Arizona had the snowiest day in its history #weather https://t.co/xUgK5Z7XpB",1099064810895900672,2019-02-22 21:54:05,82960432,,0,0,[weather]
57,Winter storm headed for the Upper Midwest and heavy rain in the South #weather https://t.co/GcY6FfxQ7b,1099061040338223104,2019-02-22 21:39:06,82960432,,0,0,[weather]
58,'Am I reading this right?' Beach weather on the way following L.A.'s snow day #weather https://t.co/CyApJ9K5jU,1099027072037449730,2019-02-22 19:24:07,82960432,,0,0,[weather]
59,Extended period of bitter cold in Sask. unseen since 1930s #weather https://t.co/BEuHFvobGj,1099015758833541121,2019-02-22 18:39:10,82960432,,0,0,[weather]
60,An Extremely Rare February Typhoon Is Approaching Guam #weather https://t.co/MDPD3Mh1JF,1099011981833515009,2019-02-22 18:24:09,82960432,,0,2,[weather]
61,"Northeastern US: Cold blast, high winds to follow brief warmup and flood risk this weekend #weather https://t.co/aKYGLF9px6",1099008196964868096,2019-02-22 18:09:07,82960432,,0,0,[weather]
62,"Snow in Tucson, Arizona, surprises residents #weather https://t.co/ZJAnfYLFDf",1098989313990094848,2019-02-22 16:54:05,82960432,,0,0,[weather]
63,"50 mph winds, possible 'bomb cyclone' could hit Michigan #weather https://t.co/noxAL33YSk",1098985552999641088,2019-02-22 16:39:08,82960432,,0,1,[weather]
64,Southern California frigid after low-level snowfall #weather https://t.co/G1t155xNu2,1098981773973680133,2019-02-22 16:24:07,82960432,,0,0,[weather]
65,Winter storm moves east #weather https://t.co/rxbfzxYlcd,1098978002442932226,2019-02-22 16:09:08,82960432,,0,0,[weather]
66,Photos: The Week in Weather #weather https://t.co/5rKM7YtFvH,1098891178236243968,2019-02-22 10:24:07,82960432,,0,0,[weather]
67,Snow from Arizona storm 'just getting started' shuts schools #weather https://t.co/KJGMcmQJOX,1098793030000115712,2019-02-22 03:54:07,82960432,,0,0,[weather]
68,"Snow comes to L.A., with powder in Malibu and Pasadena #weather https://t.co/kLqB7NSnUj",1098762827915919361,2019-02-22 01:54:06,82960432,,0,0,[weather]
69,Nearly 30 blocks of mailboxes were wiped out by a snowplow in Nebraska #weather https://t.co/NPuCJGMMLu,1098725085614088199,2019-02-21 23:24:08,82960432,,0,0,[weather]
70,Climate Change Enters Its Blood-Sucking Phase #weather https://t.co/2e9ZeRQDDm,1098713754135449601,2019-02-21 22:39:06,82960432,,0,0,[weather]
71,The Latest: Storm shuts down Flagstaff airport #weather https://t.co/xJ95ry68gB,1098668457774608384,2019-02-21 19:39:07,82960432,,0,0,[weather]
72,LA could see snow for the first time since 1962 #weather https://t.co/yc7hRaleKF,1098664691037986816,2019-02-21 19:24:09,82960432,,3,3,[weather]
73,Snow in Las Vegas? Oh yes! #weather https://t.co/Nefdn5pEWm,1098657129542504448,2019-02-21 18:54:06,82960432,,3,1,[weather]
74,Weekend severe storm outbreak to unleash threat of fast-moving tornadoes in central US #weather https://t.co/XmQY9dSSuR,1098615612694122498,2019-02-21 16:09:08,82960432,,0,0,[weather]
75,Snow turns black in coal-dependent region on Russia #weather https://t.co/8Sdg9dmhyS,1098536337295106048,2019-02-21 10:54:07,82960432,,0,0,[weather]
76,Hurricanes create natural climate change labs in Puerto Rico #weather https://t.co/Aa8ECF5KNV,1098532576048799744,2019-02-21 10:39:10,82960432,,0,0,[weather]
77,Las Vegas turns into winter wonderland #weather https://t.co/WWVrwX4zrQ,1098521225968545793,2019-02-21 09:54:04,82960432,,0,0,[weather]
78,We’re Just 140 Years from Climate That Caused Planet-Wide Extinction #weather https://t.co/6JoesOoIQs,1098343823699173376,2019-02-20 22:09:08,82960432,,1,1,[weather]
79,"Huge winter storm moves east: Snow, sleet, heavy rain target 39 states #weather https://t.co/vSHNRvmuYW",1098234345108586503,2019-02-20 14:54:06,82960432,,0,0,[weather]
80,Woman captures video of Amish man skiing behind horse and buggy #weather https://t.co/Rp4bVXy1pQ,1098223023612555264,2019-02-20 14:09:07,82960432,,0,0,[weather]
81,In photos: Winter weather across the United States #weather https://t.co/qAbtHhWwTX,1098177725200687104,2019-02-20 11:09:07,82960432,,0,0,[weather]
82,"Northern Red Sea coral reefs may survive a hot, grim future #weather https://t.co/gEoeDNdUwk",1098162624435372032,2019-02-20 10:09:07,82960432,,0,0,[weather]
83,13-below zero at South Lake Tahoe shatters record low #weather https://t.co/RbNoJhoIxJ,1098158842364325889,2019-02-20 09:54:05,82960432,,0,0,[weather]
84,"In Photos: Super Snow Moon, Brightest of the Year #weather https://t.co/CmzQQmv9oS",1098155076135186433,2019-02-20 09:39:07,82960432,,0,0,[weather]
85,Reports: Jet stream helps flight reach 801 mph #weather https://t.co/3029bopZnB,1098132424137920514,2019-02-20 08:09:06,82960432,,1,0,[weather]
86,"Landslide on Oahu covers highway, seriously injuring a woman #weather https://t.co/GJN0bcPQ3T",1098068241132339200,2019-02-20 03:54:04,82960432,,0,0,[weather]
87,Snow and ice are forecast from the Twin Cities to Washington #weather https://t.co/X1KCDcdhqV,1098026728289591296,2019-02-20 01:09:07,82960432,,0,0,[weather]
88,Las Vegas strip dusted in snow: 'It happened!' #weather https://t.co/dTJTrogs0d,1097988979649961984,2019-02-19 22:39:07,82960432,,0,0,[weather]
89,Olympic figure skating champion dazzles on frozen lake #weather https://t.co/vCCxF9MuUV,1097973882575699970,2019-02-19 21:39:07,82960432,,0,0,[weather]
90,Napa Valley spillway turns into wall of water following rainfall #weather https://t.co/ezjeX4KUCG,1097936141854990336,2019-02-19 19:09:09,82960432,,0,0,[weather]
91,18 trillion gallons of rain for Calif. in Feb.; more on the way #weather https://t.co/PDmqA97jCn,1097932356910866432,2019-02-19 18:54:07,82960432,,0,0,[weather]
92,More than half of US to be hammered by brutal storm #weather https://t.co/F2ljPZBaCA,1097928588123230208,2019-02-19 18:39:08,82960432,,0,0,[weather]
93,"Tired of shoveling, man invents bicycle snow plow #weather https://t.co/2p9McZrTGH",1097917250093240320,2019-02-19 17:54:05,82960432,,0,0,[weather]
94,Whiteout conditions close Sequoia and Kings Canyon #weather https://t.co/c1zRtChtNc,1097868194318938112,2019-02-19 14:39:09,82960432,,0,0,[weather]
95,"Flood, severe weather dangers to ramp up in southeastern US #weather https://t.co/zOa9xi67pf",1097860633649852419,2019-02-19 14:09:06,82960432,,0,0,[weather]
96,Scary moment shows ice crack as couple drives on frozen lake #weather https://t.co/pBy5rKBXVJ,1097766266012557312,2019-02-19 07:54:07,82960432,,0,0,[weather]
97,Extreme weather events in Australia’s history #weather https://t.co/TtptUtPOWB,1097762501796622337,2019-02-19 07:39:10,82960432,,0,0,[weather]
98,Scientist who popularized term 'global warming' dies at 87 #weather https://t.co/g0Wsuxd4pu,1097754960102486016,2019-02-19 07:09:12,82960432,,0,0,[weather]
99,Coast-to-coast storm to bring weather misery to 200 million #weather https://t.co/6CeZU3B0yz,1097747405682892800,2019-02-19 06:39:11,82960432,,0,0,[weather]
100,It just snowed in Vegas. It likely will again soon. That isn't normal. #weather https://t.co/k6gYQjQ8s7,1097656790316068865,2019-02-19 00:39:06,82960432,,1,0,[weather]
101,Why do so many people choose to live near active volcanoes? #weather https://t.co/x9LzGnjzWB,1097622849144012800,2019-02-18 22:24:14,82960432,,0,0,[weather]
102,Southern California highways reopened after icy storm #weather https://t.co/GyQbkgpHmK,1097619040216875008,2019-02-18 22:09:06,82960432,,0,0,[weather]
103,Watch waterfall glow orange in Yosemite during annual 'firefall' phenomenon #weather https://t.co/Fw71n1BsTd,1097581294156824577,2019-02-18 19:39:07,82960432,,0,0,[weather]
104,"Rare mega storm could overwhelm LA-area dam and flood dozens of cities, experts say #weather https://t.co/49rcB4hT2X",1097517122425503744,2019-02-18 15:24:07,82960432,,0,0,[weather]
105,Late-week snowstorm to unfold in southwestern US amid reinforcing cold blast #weather https://t.co/y4QsCYzH5I,1097471817021743109,2019-02-18 12:24:05,82960432,,0,0,[weather]
106,Heavy snowfall predicted for northern Arizona through Monday #weather https://t.co/e3imC4efCU,1097381222462803968,2019-02-18 06:24:06,82960432,,0,0,[weather]
107,Smoke rises from Popocatepetl volcano as alert issued #weather https://t.co/LdzVQTXKUq,1097249099357708288,2019-02-17 21:39:05,82960432,,0,0,[weather]
108,What exactly is El Niño? #weather https://t.co/0rqcia3h2W,1097245319593582592,2019-02-17 21:24:04,82960432,,0,0,[weather]
109,"Why America's northernmost city is having a weird, hot winter #weather https://t.co/vLNzUEdtV1",1097241551179255808,2019-02-17 21:09:06,82960432,,0,0,[weather]
110,An earthquake lasted for 50 days. Why did no one feel it? #weather https://t.co/roTJqa4G2a,1097237771519909888,2019-02-17 20:54:05,82960432,,0,0,[weather]
111,California officials to would-be skiers: Stop coming to the Sierra #weather https://t.co/PRwYUeM5tH,1097234003931803648,2019-02-17 20:39:06,82960432,,0,0,[weather]
112,"Soaking, wintry storm to overtake eastern US at midweek #weather https://t.co/TDjZBtKHfH",1097230220568846336,2019-02-17 20:24:04,82960432,,0,0,[weather]
113,Michigan lawmakers may forgive snow days after frigid temps #weather https://t.co/b2uu5mOGt6,1097162275050274821,2019-02-17 15:54:05,82960432,,1,0,[weather]
114,Napa Valley spillway turns into wall of water following heavy rainfall #weather https://t.co/ezjeX4KUCG,1097158506182959104,2019-02-17 15:39:06,82960432,,0,0,[weather]
115,"Flood, severe weather dangers to ramp up in southeastern US midweek #weather https://t.co/zOa9xi67pf",1096973528769818624,2019-02-17 03:24:04,82960432,,0,0,[weather]
116,Multiple-vehicle crash near Donner Pass creates traffic nightmare #weather https://t.co/RTPmrQ8neF,1096913130892849152,2019-02-16 23:24:04,82960432,,0,0,[weather]
117,Two small winter storms are on the way #weather https://t.co/Y9ODumEuIf,1096909364227563520,2019-02-16 23:09:06,82960432,,1,0,[weather]
118,"Climate change means more floods, great and localized #weather https://t.co/w5zZbPEMEu",1096803671826870272,2019-02-16 16:09:07,82960432,,0,0,[weather]
119,Extreme weather events in Australia’s history #weather https://t.co/TtptUtPOWB,1096781028436279297,2019-02-16 14:39:09,82960432,,1,0,[weather]
120,"Chilly, unsettled weather to persist in western US into next week #weather https://t.co/uJ5hXPno9T",1096777244117151744,2019-02-16 14:24:06,82960432,,0,0,[weather]
121,These tornado facts will blow your mind #weather https://t.co/lXYxqVv4Qv,1096769693778497536,2019-02-16 13:54:06,82960432,,0,0,[weather]
122,Whiteout conditions close Sequoia and Kings Canyon national parks #weather https://t.co/c1zRtChtNc,1096622474043613184,2019-02-16 04:09:06,82960432,,0,0,[weather]
123,I-80 closed in the Sierras due to snowy conditions #weather https://t.co/kIro7LV5j3,1096588496523780096,2019-02-16 01:54:05,82960432,,0,0,[weather]
124,Storm damages famous tree on California coast #weather https://t.co/iVajJRnQCf,1096565851149393920,2019-02-16 00:24:06,82960432,,0,0,[weather]
125,"More rain, snow expected in already soaked California #weather https://t.co/WMxKfBwYf1",1096486575460864001,2019-02-15 19:09:05,82960432,,0,0,[weather]
126,"Winter storms to pummel Midwest, northeastern US into next week #weather https://t.co/JoNvwFqW2o",1096482797278048256,2019-02-15 18:54:05,82960432,,0,0,[weather]
127,2 small earthquakes felt in Salt Lake City area #weather https://t.co/TZ3LEGVDZ3,1096422407915560960,2019-02-15 14:54:07,82960432,,1,0,[weather]
128,The Week in Weather: Amazing images from around the world #weather https://t.co/Fdj4jElwXj,1096362002283298816,2019-02-15 10:54:05,82960432,,0,0,[weather]
129,Quick-hitting winter storm to impact areas from Nebraska to Maryland #weather https://t.co/LnKEba94dM,1096358233453735936,2019-02-15 10:39:06,82960432,,0,0,[weather]
130,"Storm pummels Calif., prompting evacuations amid mudslides, flooding #weather https://t.co/MGqqR6zO9D",1096161945852436481,2019-02-14 21:39:08,82960432,,0,3,[weather]
131,"El Nino is back but it's late, weak and probably no big deal #weather https://t.co/pwef9uQKVv",1096158161155719168,2019-02-14 21:24:05,82960432,,0,0,[weather]
132,"Mudslides, snow, and flash floods: an atmospheric river is soaking California #weather https://t.co/ZM7JlVnZVV",1096120407877271552,2019-02-14 18:54:04,82960432,,0,0,[weather]
133,El Niño Is Officially Here—Here's What You Need to Know #weather https://t.co/L576FYaXYp,1096075117443002368,2019-02-14 15:54:06,82960432,,0,0,[weather]
134,Most expensive climate disasters in recent decades #weather https://t.co/spgXtH2ujy,1095965659144601600,2019-02-14 08:39:09,82960432,,0,0,[weather]
135,Powerful storm dumps more rain and snow across the West #weather https://t.co/oB8QFsD7Xl,1095905246742597632,2019-02-14 04:39:06,82960432,,0,0,[weather]
136,"California has 149M dead, dry trees ready to ignite like a matchbook #weather https://t.co/K38kFEEtu1",1095863718695432198,2019-02-14 01:54:05,82960432,,0,0,[weather]
137,"Boston-area snow totals low, but meteorologists say don’t celebrate yet #weather https://t.co/PEC40bKKwS",1095833528858685440,2019-02-13 23:54:07,82960432,,1,0,[weather]
138,Powerful atmospheric river roars into Bay Area #weather https://t.co/xejqzN0tjc,1095758024075964416,2019-02-13 18:54:05,82960432,,0,0,[weather]
139,"California at significant risk for life-threatening flash flooding, mudslides #weather https://t.co/5rxogKn2zI",1095727825347203073,2019-02-13 16:54:05,82960432,,0,0,[weather]
140,"Polar vortex may have killed a significant amount of harmful, invasive insect species #weather https://t.co/pQ0xKgvyJK",1095697624441643008,2019-02-13 14:54:05,82960432,,0,0,[weather]
141,Snow and rain to streak through the US at the end of the week #weather https://t.co/sKBEJKZmFA,1095633464123056129,2019-02-13 10:39:08,82960432,,1,0,[weather]
142,"'Pineapple Express' storm douses California with rain, snow #weather https://t.co/dQngxqJLxn",1095629675198504962,2019-02-13 10:24:05,82960432,,0,0,[weather]
143,What’s behind the upside-down weather in the US #weather https://t.co/LzuqFGo6ME,1095614580745588737,2019-02-13 09:24:06,82960432,,0,0,[weather]
144,In photos: Winter weather across the United States #weather https://t.co/qAbtHhWwTX,1095550409421156352,2019-02-13 05:09:06,82960432,,0,0,[weather]
145,"By 2080, global warming will make NYC feel like Arkansas #weather https://t.co/uZtY1pkBhl",1095546627916365824,2019-02-13 04:54:05,82960432,,0,0,[weather]
146,Skiing through Japan's 'snow monsters' #weather https://t.co/8MxLVNashR,1095535312485285888,2019-02-13 04:09:07,82960432,,0,0,[weather]
147,Hawaii mountain gets share of 'extreme winter conditions' #weather https://t.co/dHrazXFfoO,1095505108496932864,2019-02-13 02:09:06,82960432,,0,0,[weather]
148,Storms could hit South and lift mid-Atlantic snow totals to above normal #weather https://t.co/zsd1OTeqsJ,1095501332457254912,2019-02-13 01:54:05,82960432,,0,0,[weather]
149,Snakes are slithering in Houston thanks to warmer temps #weather https://t.co/nBTbY2zAWK,1095456030241112064,2019-02-12 22:54:04,82960432,,0,0,[weather]
150,Forecast puts all but one San Francisco Bay Area county under flood watch #weather https://t.co/zj0KGSgknj,1095444714537381888,2019-02-12 22:09:06,82960432,,0,0,[weather]
151,Winter weather alerts now cover about 86 million in the northern US #weather https://t.co/6Jm8rUlEXy,1095433384573063168,2019-02-12 21:24:05,82960432,,0,0,[weather]
152,Study: Warming may make New York feel like Arkansas in 2080 #weather https://t.co/jdgBehsxDj,1095406970142511104,2019-02-12 19:39:08,82960432,,0,0,[weather]
153,Another blast of winter makes travel tough in Upper Midwest #weather https://t.co/ZaJ6dRXMG3,1095403200595746816,2019-02-12 19:24:09,82960432,,0,2,[weather]
154,Thousands without power following Northwest storms #weather https://t.co/iKV94c6EYI,1095399431518580736,2019-02-12 19:09:10,82960432,,0,0,[weather]
155,Experts: There's 'no place on the planet' to escape climate change #weather https://t.co/8x2PMnXHjM,1095225770929057793,2019-02-12 07:39:06,82960432,,0,0,[weather]
156,Atmospheric river to blast California — heavy rain expected #weather https://t.co/vK2mM4I1FM,1095214444517322753,2019-02-12 06:54:06,82960432,,0,0,[weather]
157,Why forecasters still struggle to get the big storms right #weather https://t.co/4f8iXwCm9U,1095195569713176576,2019-02-12 05:39:06,82960432,,0,0,[weather]
158,Winter storm sweeping across Midwest to hit East Coast overnight #weather https://t.co/ryLDbS3you,1095191789147873281,2019-02-12 05:24:04,82960432,,0,0,[weather]
159,Fact checking Trump's snowstorm tweet #weather https://t.co/WhcirFZFnd,1095086102598213632,2019-02-11 22:24:07,82960432,,0,0,[weather]
160,Farmer saves frozen newborn calf trapped in blizzard conditions #weather https://t.co/YZHUNClrCY,1095067221963894786,2019-02-11 21:09:05,82960432,,1,1,[weather]
161,Flash flood warnings issued for parts of Arkansas #weather https://t.co/j9JNRMkdLL,1095063450135347200,2019-02-11 20:54:06,82960432,,0,0,[weather]
162,"The dangers of not removing snow, ice off your car before driving #weather https://t.co/EB5E1XTjSk",1095059688012447744,2019-02-11 20:39:09,82960432,,1,0,[weather]
163,Strong storm brings damage — and snow — to Hawaii #weather https://t.co/ukdUbOCNn5,1095055898815287296,2019-02-11 20:24:06,82960432,,0,0,[weather]
164,"Hawaii winter storm: Heavy winds, high surf and even snow are expected #weather https://t.co/zFrVWDxjeY",1094991740635734017,2019-02-11 16:09:09,82960432,,4,2,[weather]
165,Photos: Snow makes a rare appearance in Las Vegas #weather https://t.co/UDPH6KN2ZW,1094972853470978049,2019-02-11 14:54:06,82960432,,1,0,[weather]
166,"Skis, sleds, laundry baskets ... kayaks? Seattle residents take advantage of record snow #weather https://t.co/QDkTPBwSVY",1094969092476301313,2019-02-11 14:39:09,82960432,,0,1,[weather]
167,"Snowstorms expected to bring travel woes, power issues to Midwest, Northeast #weather https://t.co/6DW4fOLS3f",1094965313718779904,2019-02-11 14:24:08,82960432,,0,0,[weather]
168,Strong storm pounds Hawaii's northern shorelines #weather https://t.co/mMlwv6Imat,1094924095391596544,2019-02-11 11:40:21,82960432,,0,0,[weather]
169,"3,000 evacuated from New Zealand fire can return home #weather https://t.co/l269Nfr9Qh",1094901153664356352,2019-02-11 10:09:11,82960432,,0,0,[weather]
170,More storms in store for snow-socked Pacific Northwest #weather https://t.co/qo9DrHGTV8,1094897367134793729,2019-02-11 09:54:09,82960432,,0,0,[weather]
171,Study: Massive insect decline could have ‘catastrophic’ environmental impact #weather https://t.co/87NT3FYXWR,1094870944034635776,2019-02-11 08:09:09,82960432,,0,0,[weather]
172,Power lines spark as wind storm topples tree on Vancouver Island #weather https://t.co/EfgjvyDG4w,1094701057249136641,2019-02-10 20:54:05,82960432,,0,0,[weather]
173,"Despite fierce weather, Nebraska avoids climate change plan #weather https://t.co/Jq2hBaBm0H",1094697298200715264,2019-02-10 20:39:09,82960432,,0,0,[weather]
174,"Icy, snowy winter storm to snarl the Northeast early this week #weather https://t.co/R3ITfEnz8g",1094682192989450240,2019-02-10 19:39:07,82960432,,0,0,[weather]
175,Unusual train of snowstorms to keep targeting Seattle this week #weather https://t.co/tT2Bz3mbWW,1094678410809360384,2019-02-10 19:24:05,82960432,,0,0,[weather]
